caseid,weight,sample,lang,cregion,form,q1,q2,q3,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q5,q6a,q6b,q6c,q6d,q6ef13,q6ff13,q6gf13,q6hf24,q6if24,q6jf24,q7a,q7b,q7c,q7e,q8,q9,q10,q14,q18a,q18bf13,q18cf24,q18d,q18ef13,q18ff24,q18g,q18h,q21a,q21b,q21c,q21e,q22c,q22d,q25,q26,q27,q28,q29a,q29b,q29c,q29d,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q42,q43,q45,q46,q47b,q47c,q47d,q47e,q47f,q47h,q54,q55,q56,q57,q58a,q58b,q58c,q58d,relig,chr,born,attend,rq5,rq6,rq7,rq9a,rq9bf13,rq9cf24,rq9df13,rq9ef24,rq10,sex,agerec,educ2,racethn,birth_hisp,usborn,marital,income,party,partyln,ideo,employ,hlthwork,hh1rec,hh3rec,fertrec,ql1,ql1a,qc1,lc2,lc3
100276,.39,1,1,3,2,1,1,1,9,7,1,1,2,1,1, ,2,2,1,1,1, , , ,2,2,1,2,2,2,1,1,1,2,85,1, ,1,1, ,1,1,1,3,3,2,2,2,1,9,2,1,2,2,2,2,2,1,1,9,2,1,2,1,2, , , , , , , , , , , , , , ,1,2,2,9,9,9,1, ,1,1,1,2,1,2, ,1, ,1,1,1,70,3,1, ,1,1,10,4,1,3,3, ,2,2,1,1, , , ,2
100277,.15,1,1,4,3,1,3,3,2,7,1,1,2,1,7,2,2,2,2,1,2,2,2,2, , , ,3,1,2,3,2,2,4,85,2,2, ,3,2, ,3,1,4,4,4,3,1,2, , , , , , , , , , , , , , , , , , ,2,2,2,2,1,2,1,1,1,2,1,2, , ,2,2,1,3,2, ,1,1,1,1,1,1,1, ,1, ,4,2,78,5,1, ,1,5,5,2, ,4,3, ,1, ,5,1, , ,3, 
100293,.16,1,1,2,4,1,3,3,4,7,2,1,1,4,7,4,2,2,2,3,3, , , ,4,3,2,2,1,3,1,2,2,2,100,1, ,1,1, ,1,2,1,3,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,2,1,2,9,1,2,1,1,1,1, , ,1,1,1,3,3,2,11,2, ,5,2,6,1,1, ,2, ,2,4,2,66,6,1, ,1,3,1,2, ,2,3, ,1, ,3,1, , ,3, 
100301,.2,1,1,3,1,1,1,3,2,2,1,1,2,2,3, ,2,2,1,1,1,2,2,1, , , ,2,1,2,1,1,3,3,90,2,2, ,2,2, ,2,2,3,1,2,2,2,1,1,2,2,2,9,1,2,2,1,9,1,1,1,2,2,2, , , , , , , , , , , , ,2, , , ,2,1,2,1,1, ,1,1,1,1,1,1,2, ,1, ,2,2,79,7,1, ,1,1,5,1, ,2,3, ,2,2,3,1, , , ,3
100305,.41,1,1,3,4,1,3,3,1,7,1,1,2,1,1,4,2,1,1,2,1, , , ,3,2,1,2,3,2,3,3,2,2,998,2, ,2,2, ,3,1,2,3,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,2,2,9,1,2,1,1,1,1, , ,1,2,2,2,1,3,1, ,1,2,1,1,1,1, ,1, ,1,1,2,73,8,1, ,1,1,7,1, ,2,3, ,2,2,2,1, , , ,2
100306,.35,1,1,4,2,1,1,1,1,1,1,1,2,1,1, ,1,1,1,1,1, , , ,3,3,2,2,3,2,3,2,3,2,106,1, ,1,1, ,1,1,1,3,2,2,3,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2, , , , , , , , , , , , , , ,2, ,3,1,1,3,1, ,2,2,1,1,1,9, ,1, ,1,1,1,77,7,2, ,1,1,6,2, ,3,3, ,3,3,4,2,2, , , 
100307,.48,1,1,4,4,1,1,3,1,1,1,1,2,1,1,1,2,3,2,1,1, , , ,3,3,1,3,1,2,3,1,3,1,100,2, ,3,2, ,2,2,2,3,2,3,2,2,2, , , , , , , , , , , , , , , , , , ,2,2,2,1,1,1,1,1,1,1, , ,2, ,1,3,3,3,13, ,1,3,1,2,1,1, ,1, ,1,2,1,23,4,1, ,1,6,8,3,1,2,2,2,3,3,0,1, , , ,2
100310,.35,1,1,3,2,1,3,3,3,1,3,3,3,2,7, ,2,1,1,3,3, , , ,3,3,3,2,2,2,3,2,3,1,90,2, ,2,4, ,4,3,2,3,4,3,3,1,1,2,2,2,1,2,2,2,2,1,2,2,2,4,2,2,1,1,2, , , , , , , , , , , , ,1,1,2,1,3,3,1, ,1,3,1,3,1,1, ,1, ,1,2,2,78,3,2, ,1,3,5,2, ,2,1,2,2,2,5,1, , , ,2
100312,.73,1,1,3,2,1,3,3,2,7,2,2,2,7,2, ,1,1,2,1,2, , , ,3,3,2,2,3,2,3,1,1,4,90,1, ,1,1, ,1,1,1,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,9,9,2,4,2,1,2, , , , , , , , , , , , , , ,9, ,2,9,9,2,1, ,1,1,1,1,1,1, ,1, ,1,9,2,99,3,1, ,1,1,10,9,9,9,3, ,2,2,0,1, , , ,1
100313,.41,1,1,2,1,1,1,2,4,4,1,2,2,7,7, ,2,1,2,2,2,2,2,1, , , ,3,3,3,2,1,2,1,70,1,1, ,1,1, ,1,2,2,3,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,3,2,1,1,1,2, , , , , , , , , , ,1,1, , ,4,3,3,3,2, ,2,4,3,6,1,1,1, ,1, ,2,1,22,4,1, ,1,6,4,2, ,9,3, ,2,2,0,1, , , ,2
100314,.79,1,1,3,3,1,3,3,3,7,2,1,2,1,1,3,2,1,1,2,2,3,3,1, , , ,2,3,2,3,2,3,3,85,1,1, ,1,2, ,2,2,2,2,2,3,1,1, , , , , , , , , , , , , , , , , , ,2,1,9,1,2,1,1,2,1,1,2, , , ,2,2,1,1,1, ,1,1,1,2,1,1,1, ,1, ,2,2,60,6,1, ,1,1,6,3,2,3,3, ,2,2,2,1, , , ,2
100318,.66,1,1,2,4,1,1,1,2,1,2,2,2,2,2,3,2,2,2,2,2, , , ,4,2,2,2,2,2,3,2,3,2,70,2, ,2,1, ,1,1,3,3,9,2,3,9,1, , , , , , , , , , , , , , , , , , ,2,2,2,9,1,2,1,1,1,1, , ,2, ,2,2,2,2,2, ,2,2,2,2,1,1, ,1, ,1,3,1,51,6,1, ,1,1,6,3,1,2,1,2,4,4,4,1, , , ,2
100325,.18,1,1,2,3,1,3,2,2,7,2,2,3,2,3,4,2,1,2,2,1,2,9,9, , , ,9,3,3,3,2,2,3,100,1,1, ,2,3, ,1,2,2,3,2,2,2,1, , , , , , , , , , , , , , , , , , ,3,2,2,1,2,1,2,1,1,1,1,2, , ,4,3,1,3,1, ,1,3,1,3,1,1,1, ,1, ,2,1,71,5,1, ,1,5,3,2, ,2,3, ,1, ,3,1, , ,3, 
100327,2.65,1,1,2,2,1,3,1,2,7,2,3,3,3,2, ,2,1,1,1,2, , , ,4,2,1,2,3,2,3,1,3,4,80,2, ,2,2, ,9,2,2,4,3,3,3,1,1,2,2,2,2,2,2,2,2,1,2,2,3,4,2,1,1,1,2, , , , , , , , , , , , ,1,1,2,3,3,1,2, ,2,3,2,4,1,1, ,2, ,2,2,1,64,3,1, ,1,1,8,1, ,2,2,2,4,4,1,1, , , ,2
100329,.18,1,1,3,4,1,3,1,2,1,2,1,2,1,1,2,2,2,2,3,2, , , ,4,3,2,1,1,1,3,1,2,1,90,1, ,4,4, ,3,2,2,4,1,2,2,2,1, , , , , , , , , , , , , , , , , , ,1,1,2,2,1,2,1,1,1,2, , ,1,1,3,3,3,3,9, , ,6,4,7,2,2, ,2, ,2,1,2,63,8,1, ,1,3,7,2, ,4,3, ,1, ,4,1, , ,3, 
100338,.76,1,2,4,3,1,3,1,3,2,2,2,2,2,2,1,2,1,1,3,1,2,1,2, , , ,1,3,2,2,1,1,3,70,2,1, ,2,2, ,2,2,4,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,2,2,2,2,1,1,2,2,2,2,1,1, , ,3,3,3,3,2, ,2,3,2,4,1,1,1, ,1, ,2,2,33,1,3,3, ,1,4,3,2,4,2,2,6,2,4,1, , , ,3
100339,1.15,1,1,2,1,1,3,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,3,2, , , ,1,2,2,3,2,2,3,75,2,2, ,2,3, ,3,3,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2,1,1,2, , , , , , , , , , , , ,1,2, , ,2,2,3,3,2, ,1,3,2,3,1,1,1, ,1, ,2,1,67,5,1, ,1,1,4,2, ,2,2,1,2,2,2,1, , , ,3
100340,.32,1,1,4,4,1,3,1,3,1,2,2,2,2,2,4,2,1,1,1,1, , , ,2,1,1,2,2,2,1,1,1,1,80,3, ,3,3, ,3,1,1,2,1,1,3,1,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1,1,2,1,1, , ,1,1,2,9,9,3,2, ,1,2,1,1,1,1, ,1, ,1,1,1,57,6,1, ,1,1,8,3,1,2,1,2,3,3,3,1, , , ,2
100342,1.25,1,1,3,1,9,3,1,2,7,2,2,1,1,7, ,2,1,2,4,2,2,2,1, , , ,2,2,2,3,2,4,2,105,2,2, ,1,1, ,2,2,4,2,1,1,2,1,2,1,3,1,1,1,1,2,1,2,2,9,1,2,1,1,2,1, , , , , , , , , , ,1,2, , ,4,1,1,3,1, ,9,5,1,3,1,1,1, ,2, ,9,2,70,5,1, ,1,3,3,3,9,3,3, ,2,2,1,1, , , ,3
100346,.19,1,1,4,2,2,1,3,2,2,3,1,3,1,4, ,1,1,2,1,1, , , ,2,2,1,1,3,3,3,2,3,1,100,2, ,2,2, ,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1, , , , , , , , , , , , ,1,2,2,2,1,3,3, ,1,2,1,2,1,2, ,1, ,1,3,1,56,6,1, ,1,3,2,2, ,4,2,1,2,2,2,1, , , ,3
100350,.37,1,1,2,4,1,1,1,2,2,9,2,2,7,2,4,2,2,1,4,2, , , ,4,2,4,2,3,9,1,9,2,4,998,4, ,9,2, ,4,4,4,2,3,3,1,2,2, , , , , , , , , , , , , , , , , , ,3,1,2,1,2,1,2,1,1,1, , ,2, ,2,3,3,2,2, ,1,2,1,1,1,1, ,1, ,2,9,2,37,3,2, ,1,6,10,4,9,5,3, ,1, ,0,2, , , , 
100356,2.95,1,1,4,4,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1, , , ,1,1,1,1,1,3,1,2,2,4,90,1, ,1,2, ,1,1,1,3,3,3,2,2,1, , , , , , , , , , , , , , , , , , ,2,2,2,1,2,1,2,1,1,1, , ,1,2,1,1,1,1,11,1,2,1,1,1,1,1, ,2, ,2,2,1,50,2,1, ,1,1,8,1, ,3,1,2,3,2,0,1, , , ,1
100368,3.51,1,1,4,3,1,3,2,2,7,2,2,1,1,7,3,1,1,1,1,1,1,1,1, , , ,3,3,3,1,1,1,4,94,1,1, ,1,2, ,1,1,3,1,3,2,1,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1,2,1,2,1,1,9, , ,3,3,2,1,3, ,2,4,2,6,1,1,1, ,2, ,4,2,84,3,1, ,1,5,2,3,1,2,3, ,2,2,3,2,1, , ,2
100369,.52,1,1,4,3,9,2,3,9,7,3,7,2,2,1,4,9,2,9,4,2,2,3,1, , , ,9,9,3,9,2,3,4,998,2,2, ,1,2, ,1,4,4,4,4,3,2,2, , , , , , , , , , , , , , , , , , ,1,9,2,9,2,2,1,1,1,2,1,1, , ,3,3,2,3,9, , ,6,4,7,1,2,2, ,2, ,9,1,81,5,1, ,1,2,3,3,9,3,3, ,2,2,3,1, , , ,2
100371,1.53,1,1,4,3,2,9,1,2,7,1,9,1,7,7,4,2,3,1,2,3,3,3,1, , , ,2,3,3,9,2,3,4,998,1,1, ,1,1, ,2,1,4,4,4,4,9,9, , , , , , , , , , , , , , , , , , ,2,9,2,9,1,9,1,2,9,9,2, , , ,2,2,3,2,13, ,1,6,1,1,1,1,1, ,1, ,2,1,64,3,9, ,1,6,10,3,9,3,3, ,1, ,0,1, , ,3, 
100378,4.78,1,1,4,4,9,1,1,2,2,2,1,3,2,1,3,2,1,2,1,1, , , ,2,2,1,2,3,2,1,2,2,4,90,1, ,3,2, ,3,3,3,4,4,2,3,1,1, , , , , , , , , , , , , , , , , , ,3,9,2,1,1,2,1,1,1,1, , ,2, ,2,2,1,2,13, ,1,1,1,1,1,1, ,1, ,1,3,2,32,2,1, ,1,1,3,3,1,2,1,2,6,2,5,2,1, , ,2
100390,.49,1,1,4,2,1,1,1,1,1,3,1,2,1,1, ,2,2,1,1,2, , , ,3,2,1,2,1,2,1,1,2,3,100,2, ,1,3, ,2,2,3,3,3,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2, , , , , , , , , , , , , , ,1,2,2,1,1,3,1, ,1,3,1,3,1,1, ,1, ,1,1,1,56,4,1, ,1,1,8,1, ,2,3, ,2,2,4,1, , , ,2
100391,.68,1,1,4,2,1,1,1,3,3,1,1,2,1,1, ,2,1,2,1,1, , , ,2,2,1,2,1,2,1,2,3,4,900,3, ,3,2, ,1,2,1,3,3,4,1,2,2,1,2,2,2,2,2,2,2,1,3,1,1,2,1,1,1,1,1, , , , , , , , , , , , ,9, ,2,9,9,9,1, ,1,1,1,1,1,1, ,1, ,1,3,2,35,2,2, ,1,1,10,3,9,2,3, ,3,2,2,2,1, , ,2
100398,.15,1,1,4,2,1,1,3,2,2,2,1,2,1,1, ,2,1,1,2,1, , , ,2,1,2,2,3,2,3,2,2,2,90,2, ,2,2, ,2,2,1,3,3,3,3,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2, , , , , , , , , , , , ,2, ,2,3,1,1,3, ,2,2,1,1,1,1, ,1, ,1,3,2,66,6,1, ,1,1,1,1, ,2,2,2,2,2,5,1, , , ,2
100400,.37,1,1,4,1,1,1,1,1,1,1,2,1,1,1, ,2,1,1,1,1,1,2,1, , , ,1,1,2,1,2,3,2,100,1,1, ,1,2, ,1,3,3,2,2,3,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,1,2, , , , , , , , , , , , ,1,2, , ,1,1,3,3,1, ,1,4,1,1,1,1,1, ,1, ,2,2,46,4,2, ,1,1,9,2, ,3,1,1,4,3,3,1, , , ,2
100406,.16,1,1,3,3,1,2,3,2,7,1,1,2,1,2,3,2,2,2,1,2,2,2,1, , , ,2,3,9,3,2,1,4,89,2,2, ,2,2, ,2,2,3,3,2,2,2,9, , , , , , , , , , , , , , , , , , ,2,2,9,9,1,1,1,1,1,9,2, , , ,2,2,1,1,1, ,1,2,1,1,1,1,1, ,1, ,2,2,65,8,1, ,1,1,5,1, ,2,3, ,2,2,1,1, , , ,2
100414,.23,1,1,2,2,1,2,1,3,7,3,2,3,1,7, ,2,1,1,1,1, , , ,1,1,1,3,3,2,1,1,2,3,83,2, ,2,1, ,2,1,3,3,3,3,2,1,2,2,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,3,2, , , , , , , , , , , , ,9, ,4,3,1,1,1, ,2,2,1,2,1,9, ,1, ,1,1,2,81,3,1, ,1,5,6,2, ,3,3, ,1, ,3,1, , ,2, 
100417,1.33,1,1,3,2,1,1,2,3,4,3,1,4,1,1, ,2,2,1,3,2, , , ,3,3,1,3,1,2,3,2,4,4,70,1, ,1,1, ,1,1,1,3,3,2,3,2,1,2,1,3,1,2,2,1,2,1,1,1,2,1,1,1,1,1,2, , , , , , , , , , , , ,1,1,2,2,3,3,11,2, ,2,1,1,1,1, ,2, ,2,1,1,43,4,4, ,1,1,2,3,1,2,3, ,5,2,6,2,1, , ,2
100421,.28,1,1,2,1,1,1,1,2,2,1,1,1,1,1, ,2,3,3,3,3,3,3,3, , , ,2,3,2,3,2,3,3,100,1,1, ,2,1, ,1,1,2,2,3,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,4,2,1,1,1,1, , , , , , , , , , ,2, , , ,2,3,2,3,1, ,1,1,1,1,1,1,1, ,1, ,3,2,71,3,2, ,1,1,10,2, ,3,2,2,6,2,2,1, , , ,3
100424,.19,1,1,3,2,1,3,3,2,7,9,2,2,1,7, ,2,2,2,1,2, , , ,2,3,2,3,3,2,1,2,2,3,100,1, ,1,1, ,1,1,1,3,9,2,2,2,1,2,2,2,2,9,2,2,2,2,3,2,2,1,1,1,1,3,1, , , , , , , , , , , , ,1,9,2,1,3,3,1, ,1,3,1,4,1,1, ,1, ,1,2,2,75,3,1, ,1,5,2,2, ,2,3, ,2,1,5,1, , , ,2
100437,1.15,1,1,3,2,2,1,1,3,1,1,2,3,2,2, ,2,2,9,2,1, , , ,2,2,2,1,3,2,3,9,2,3,100,2, ,2,2, ,2,2,2,3,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,4,2,2,1,2,2, , , , , , , , , , , , ,9, ,3,3,3,3,99,1,1,1,1,2,1,2, ,1, ,1,3,2,79,2,1, ,1,1,1,1, ,2,3, ,2,2,3,2,1, , ,3
100438,.81,1,2,3,2,1,1,1,1,4,1,1,1,7,1, ,1,2,1,1,1, , , ,1,2,1,2,3,1,1,1,2,3,80,2, ,1,1, ,2,2,2,3,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2, , , , , , , , , , , , , , ,1,1,2,1,9,1,2, ,1,3,1,4,1,1, ,1, ,2,3,2,60,2,3,3, ,1,1,4,9,9,1,2,5,5,0,2,1, , ,2
100442,.23,1,1,2,1,2,1,3,4,1,1,4,2,1,1, ,2,4,4,4,3,3,3,3, , , ,2,2,3,3,1,4,1,130,1,4, ,1,2, ,4,1,3,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1, , , , , , , , , , ,1,1, , ,3,2,1,3,1, ,1,4,1,5,1,1,1, ,1, ,1,1,56,4,2, ,1,6,4,2, ,3,3, ,2,2,0,1, , , ,2
100444,.42,1,1,2,2,1,3,2,2,4,4,1,1,1,1, ,2,1,1,1,1, , , ,2,1,2,2,3,2,2,1,1,1,70,2, ,3,2, ,3,3,3,3,3,2,3,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2, , , , , , , , , , , , , , ,1,2,2,2,1,3,1, ,1,2,2,1,1,1, ,1, ,1,1,1,63,5,1, ,1,1,2,1, ,2,3, ,3,3,1,1, , , ,3
100445,.86,1,1,3,3,1,1,1,3,2,2,2,2,2,7,1,1,1,3,3,3,3,3,1, , , ,2,2,2,2,2,4,2,100,1,1, ,3,3, ,3,3,2,2,3,2,1,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1,2,2,1,1,1,2, , ,2,1,1,1,1, ,1,3,1,6,1,1,1, ,1, ,1,2,59,4,2, ,1,2,2,2, ,2,3, ,4,3,4,2,2, , , 
100455,1.69,1,1,4,3,1,1,3,1,7,2,2,2,1,1,4,1,1,1,1,1,2,1,1, , , ,1,1,2,3,1,1,4,95,1,2, ,2,2, ,2,1,3,3,1,1,2,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,1,2,2,2,1,1,2, , ,2,3,3,3,1, ,2,4,2,1,1,1,1, ,1, ,3,2,70,3,1, ,1,1,7,2, ,5,3, ,2,2,4,1, , , ,3
100459,.53,1,1,4,4,1,3,2,3,7,3,2,2,2,2,4,1,1,9,2,2, , , ,9,2,1,2,3,3,1,1,2,4,95,3, ,3,4, ,3,4,3,3,3,1,2,1,2, , , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,2,1,1,2, , ,1,1,9,3,3,3,12,1,2,5,2,5,1,2, ,1, ,1,2,1,90,5,1, ,1,2,10,9,9,3,3, ,9,2,2,2,2, , , 
100463,.24,1,1,4,1,1,3,1,1,7,2,4,2,7,7, ,2,1,1,2,1,2,2,1, , , ,1,1,1,3,1,1,2,85,2,2, ,2,2, ,2,2,3,3,3,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2, , , , , , , , , , ,1,1, , ,1,1,1,1,2, ,2,5,4,2,1,2,2, ,2, ,4,1,64,8,3,1, ,6,8,2, ,5,3, ,1, ,0,1, , ,3, 
100466,1.17,1,1,4,4,1,3,3,1,7,1,1,2,2,7,4,1,9,9,1,9, , , ,9,9,9,3,3,9,1,9,1,4,998,3, ,1,9, ,2,3,4,3,9,1,1,1,1, , , , , , , , , , , , , , , , , , ,2,9,9,9,9,1,2,1,2,1, , ,1,1,9,1,9,3,2, ,9,2,1,2,1,2, ,9, ,9,2,1,78,6,1, ,1,5,3,3,9,2,3, ,1, ,2,2, , , , 
100468,.43,1,1,4,2,1,3,1,2,2,2,2,2,1,1, ,2,1,1,1,1, , , ,1,1,1,3,1,2,3,1,2,3,80,2, ,2,1, ,2,2,2,2,2,4,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2, , , , , , , , , , , , , , ,1,9,2,9,1,1,2, ,2,3,2,1,9,9, ,9, ,9,2,2,46,8,1, ,1,1,8,1, ,2,1,2,3,2,1,1, , , ,1
100470,.52,1,1,4,4,1,9,3,2,7,1,2,2,7,2,2,2,2,2,1,1, , , ,2,2,1,1,2,3,1,2,2,3,90,2, ,2,2, ,2,2,2,3,2,2,3,2,2, , , , , , , , , , , , , , , , , , ,2,2,2,2,1,1,2,1,2,1, , ,1,1,2,3,3,3,1, ,2,5,4,6,1,2, ,1, ,1,3,1,81,3,1, ,1,2,4,3,2,4,3, ,2,2,0,1, , , ,3
100479,1.32,1,1,4,1,1,1,1,2,2,2,2,2,7,1, ,2,2,2,2,2,2,2,2, , , ,3,3,3,3,2,4,4,85,3,2, ,1,2, ,2,3,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,3,2, , , , , , , , , , ,1,2, , ,4,3,2,1,2, ,1,4,2,1,1,1,1, ,2, ,4,2,46,3,1, ,1,1,6,3,1,3,1,2,1, ,9,1, , ,1, 
100487,3.35,1,1,4,1,1,1,1,2,2,1,2,1,1,1, ,1,1,1,2,1,2,2,1, , , ,1,1,3,3,1,2,4,80,2,1, ,1,2, ,1,1,3,2,1,2,2,1,2,1,2,1,9,1,2,2,1,2,2,2,1,2,1,2, , , , , , , , , , , , ,1,2, , ,2,3,3,3,12,1,2,5,3,6,1,1,1, ,2, ,1,2,33,4,1, ,1,2,6,3,2,5,1,2,4,2,2,1, , , ,2
100493,2.9,1,1,4,1,1,3,1,1,1,3,2,2,1,2, ,2,2,2,1,1,2,2,2, , , ,2,3,2,3,1,1,2,85,1,2, ,2,3, ,2,2,4,2,4,3,1,1,2,2,2,1,2,1,2,2,1,1,1,1,3,2,2,2, , , , , , , , , , , , ,1,2, , ,2,1,1,1,3, ,2,2,1,2,1,1,1, ,2, ,2,1,38,8,1, ,1,1,9,3,1,2,1,2,6,2,4,1, , , ,2
100495,.52,1,1,4,3,1,1,1,1,1,2,1,1,2,1,3,1,2,2,2,1,2,2,2, , , ,3,1,2,1,1,1,2,85,2,2, ,2,2, ,2,3,3,2,1,2,2,1, , , , , , , , , , , , , , , , , , ,3,2,2,9,1,2,2,1,1,1,1,2, , ,1,3,9,1,13, ,2,2,1,3,1,1,1, ,9, ,3,1,62,8,1, ,1,1,10,2, ,4,1,2,2,2,2,1, , , ,2
100496,1.84,1,1,4,3,1,1,1,2,1,2,1,2,2,1,3,2,1,2,2,1,2,2,1, , , ,2,3,2,3,1,2,4,75,2,1, ,2,2, ,1,2,3,3,3,2,1,1, , , , , , , , , , , , , , , , , , ,3,1,2,1,2,1,1,2,1,1,1,2, , ,2,2,3,1,3, ,2,1,1,1,1,1,1, ,1, ,2,1,38,8,1, ,1,1,8,1, ,2,1,2,4,2,2,1, , , ,2
100497,.91,1,1,4,1,1,1,1,1,2,1,2,2,1,1, ,1,1,1,1,1,2,1,1, , , ,3,3,3,1,1,2,3,85,1,1, ,1,1, ,1,1,3,1,2,2,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,3,1, , , , , , , , , , ,1,1, , ,3,3,3,3,1, ,2,4,2,5,1,1,1, ,1, ,3,2,42,6,1, ,1,1,9,3,2,3,1,2,3,2,1,1, , , ,1
100505,1.55,1,1,4,4,1,3,1,1,1,2,2,3,1,1,3,9,2,2,2,2, , , ,2,2,1,2,3,2,2,1,2,3,90,2, ,2,2, ,2,2,3,3,3,3,3,1,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1,2,1,1,2, , ,2, ,4,2,1,1,1, ,2,2,1,2,1,1, ,1, ,1,2,1,36,8,1, ,1,1,8,1, ,2,1,2,6,2,4,1, , , ,2
100510,.18,1,1,4,3,9,9,2,2,1,1,1,2,1,2,3,2,9,9,1,9,9,9,9, , , ,9,9,9,9,1,9,4,998,9,9, ,9,9, ,9,9,9,9,9,9,2,9, , , , , , , , , , , , , , , , , , ,1,1,9,1,1,1,1,1,1,1,9, , , ,4,3,3,1,1, ,2,4,1,1,1,1,1, ,2, ,2,2,72,5,1, ,1,1,6,3,1,2,3, ,2,2,3,1, , , ,3
100513,.18,1,1,4,2,2,1,1,2,7,1,1,1,1,7, ,2,1,2,1,1, , , ,4,2,2,1,1,9,3,1,2,4,90,2, ,3,1, ,2,2,2,3,3,3,2,2,1,2,1,1,9,2,1,9,9,1,2,3,3,1,2,1,1,3,1, , , , , , , , , , , , ,1,9,2,3,1,1,1, ,1,2,1,1,1,1, ,1, ,2,9,2,80,6,1, ,1,5,8,1, ,3,3, ,1, ,3,1, , ,2, 
100521,4.78,1,1,4,2,1,3,3,3,1,3,1,3,1,1, ,2,1,1,3,2, , , ,3,3,1,2,3,3,3,2,2,4,75,1, ,2,1, ,1,3,2,4,4,4,4,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2, , , , , , , , , , , , , , ,2, ,2,3,3,3,1, ,2,1,1,3,1,2, ,2, ,2,3,1,71,3,1, ,1,1,6,4,9,2,3, ,2,2,5,2,1, , ,2
100540,.21,1,1,3,3,1,3,1,1,1,1,1,2,7,7,4,2,1,1,1,1,3,3,1, , , ,3,1,2,1,1,1,4,90,2,1, ,1,2, ,1,2,3,3,3,2,1,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,1,1,2,1,1,1,2, , ,2,2,1,2,2, ,2,2,1,1,1,1,1, ,1, ,4,1,43,8,1, ,1,3,6,3,1,3,1,2,1, ,0,1, , ,2, 
100541,.72,1,1,1,1,1,1,1,1,7,1,1,4,1,7, ,1,2,1,1,1,3,1,2, , , ,1,1,2,1,1,2,2,95,1,1, ,1,1, ,1,1,2,2,1,3,1,1,9,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,3,2, , , , , , , , , , ,1,1, , ,1,1,1,1,1, ,2,3,1,5,1,1,1, ,1, ,4,2,59,8,2, ,1,6,6,2, ,5,3, ,1, ,0,1, , ,3, 
100543,.61,1,2,1,2,1,1,1,1,1,1,1,1,1,2, ,1,1,1,4,1, , , ,1,1,1,2,1,2,2,2,3,1,100,2, ,2,2, ,2,3,2,2,2,2,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2, , , , , , , , , , , , , , ,1,2,2,2,2,2,13, ,1,1,1,1,1,2, ,1, ,1,3,2,44,8,3,3, ,1,4,2, ,2,3, ,3,2,4,1, , , ,3
100547,.2,1,1,3,2,1,3,1,2,1,2,1,2,1,1, ,2,1,1,2,1, , , ,2,2,1,3,1,3,3,2,2,2,88,1, ,2,1, ,2,2,2,3,3,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2, , , , , , , , , , , , ,1,2,3,3,3,3,5, , ,1,1,4,1,1, ,1, ,2,3,2,65,8,1, ,1,1,6,3,2,3,3, ,2,2,2,1, , , ,2
