caseid,weight,sample,lang,cregion,form,q1,q2,q3,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q5,q6a,q6b,q6c,q6d,q6ef13,q6ff13,q6gf13,q6hf24,q6if24,q6jf24,q7a,q7b,q7c,q7e,q8,q9,q10,q14,q18a,q18bf13,q18cf24,q18d,q18ef13,q18ff24,q18g,q18h,q21a,q21b,q21c,q21e,q22c,q22d,q25,q26,q27,q28,q29a,q29b,q29c,q29d,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q42,q43,q45,q46,q47b,q47c,q47d,q47e,q47f,q47h,q54,q55,q56,q57,q58a,q58b,q58c,q58d,relig,chr,born,attend,rq5,rq6,rq7,rq9a,rq9bf13,rq9cf24,rq9df13,rq9ef24,rq10,sex,agerec,educ2,racethn,birth_hisp,usborn,marital,income,party,partyln,ideo,employ,hlthwork,hh1rec,hh3rec,fertrec,ql1,ql1a,qc1,lc2,lc3
204349,.89,2,2,3,3,1,9,9,4,3,3,2,1,1,1,9,1,1,1,1,1,1,9,9, , , ,3,2,3,1,1,1,2,900,2,2, ,2,2, ,2,2,2,4,3,2,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,2,2,1,2,1,1,1,9, , , ,2,9,3,9,12,1,2,5,3,1,1,2,2, ,2, ,3,1,41,1,3,3, ,1,4,2, ,5,2,2,6,5,5, , ,2, , 
204363,.43,2,1,3,2,1,1,1,2,2,2,7,2,7,2, ,1,1,1,2,1, , , ,9,2,2,3,1,3,3,1,2,3,80,1, ,2,1, ,1,2,1,3,1,3,3,2,1,2,1,1,1,2,1,1,2,1,2,1,1,3,2,2,2, , , , , , , , , , , , , , ,1,1,1,3,3,3,9, , ,6,4,7,2,2, ,2, ,2,3,1,22,6,1, ,1,6,7,3,2,3,2,2,3,3,0, , ,2, , 
204366,2.78,2,1,1,4,1,3,1,3,7,2,2,2,7,7,2,2,1,1,1,1, , , ,2,2,1,2,1,2,3,1,2,3,90,2, ,3,2, ,2,2,2,2,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1,1,2,1,1, , ,2, ,2,2,3,3,1, ,1,1,1,3,1,1, ,1, ,1,2,2,18,3,1, ,1,6,8,1, ,1,3, ,4,4,0, , ,2, , 
204367,.36,2,1,3,1,1,1,1,2,2,2,2,1,1,1, ,2,2,1,1,1,2,2,1, , , ,1,1,2,1,2,2,4,90,1,1, ,1,2, ,1,3,3,3,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2, , , , , , , , , , , , ,1,1, , ,3,1,3,3,1, ,2,3,1,2,1,1,1, ,2, ,2,2,47,8,1, ,1,1,9,3,1,3,1,2,4,2,2, , ,1, ,1
204375,.65,2,1,3,1,1,2,2,4,2,3,2,2,2,3, ,2,1,1,9,1,3,3,1, , , ,3,3,3,1,2,2,4,87,1,1, ,2,3, ,1,3,3,2,3,4,2,2,2,1,3,2,1,1,2,1,1,3,2,2,2,2,1,1,2,1, , , , , , , , , , ,1,1, , ,4,9,3,1,12,2, ,6,4,6,1,1,2, ,2, ,2,1,47,3,1, ,2,1,7,1, ,2,1,2,3,2,2, , ,1, ,1
204384,.46,2,1,2,2,1,1,9,1,1,1,1,1,1,1, ,1,1,1,1,1, , , ,2,9,1,9,3,1,9,2,2,4,72,1, ,2,1, ,1,1,2,3,1,2,4,2,2,2,1,2,1,1,1,1,1,3,2,2,2,1,1,1,1,2,1, , , , , , , , , , , , ,1,9,1,1,3,9,2, ,2,4,9,2,1,1, ,1, ,2,2,2,63,6,3,1, ,5,7,3,2,3,2,2,1, ,3, , ,1,1, 
204389,2.04,2,1,2,4,1,1,2,2,2,1,1,2,1,1,4,2,2,3,9,2, , , ,2,3,3,2,3,2,1,1,2,4,998,3, ,2,1, ,2,2,2,3,3,3,2,1,1, , , , , , , , , , , , , , , , , , ,3,2,2,9,1,2,1,2,1,1, , ,1,2,2,3,9,1,4, ,9,2,1,1,1,1, ,1, ,2,3,2,30,7,1, ,2,1,7,3,1,4,1,1,4,2,2, , ,2, , 
204390,.8,2,1,1,1,1,2,1,9,7,9,2,9,9,2, ,2,2,9,4,9,9,2,9, , , ,2,1,2,1,1,2,2,90,1,2, ,1,2, ,1,2,2,3,2,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,2, , , , , , , , , , , , ,1,1, , ,2,1,3,1,6, , ,6,1,3,1,1,1, ,1, ,2,2,55,3,1, ,1,1,2,2, ,3,3, ,3,3,2, , ,1, ,3
204393,1,2,1,3,2,1,1,1,2,2,2,1,2,1,2, ,2,1,1,2,1, , , ,3,1,1,2,3,2,1,1,2,2,90,2, ,2,3, ,1,3,1,4,3,3,3,1,1,2,2,1,2,2,2,2,2,1,2,9,2,2,2,1,2, , , , , , , , , , , , , , ,1,2,2,2,1,1,1, ,1,1,1,1,1,1, ,1, ,1,2,2,60,7,1, ,1,1,10,1, ,1,1,2,2,2,3, , ,2, , 
204414,.41,2,1,4,1,1,1,2,4,3,2,2,1,1,1, ,1,2,2,2,2,2,2,1, , , ,1,1,3,1,2,4,1,101,1,1, ,2,2, ,1,3,3,2,3,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,3,2,2,1,1,1, , , , , , , , , , ,2, , , ,2,3,3,3,1, ,1,3,2,3,1,1,1, ,1, ,3,2,41,6,2, ,1,1,7,3,2,3,1,2,4,2,3, , ,2, , 
204433,.97,2,2,3,3,2,1,1,4,4,2,2,3,2,7,1,2,2,2,1,4,2,1,1, , , ,2,1,2,3,2,3,1,70,2,2, ,2,2, ,2,3,4,2,2,2,1,2, , , , , , , , , , , , , , , , , , ,3,9,2,2,2,1,1,1,1,2,9, , , ,1,3,9,2,2, ,2,3,1,1,1,1,1, ,1, ,2,1,54,1,3,3, ,6,1,2, ,2,1,2,4,1,3, , ,2, , 
204436,.39,2,1,2,4,1,1,1,2,2,1,3,1,1,2,3,2,1,1,3,1, , , ,3,2,1,3,3,3,2,2,2,4,85,1, ,1,1, ,1,2,1,4,4,2,2,1,1, , , , , , , , , , , , , , , , , , ,3,2,2,2,1,2,1,1,1,2, , ,1,1,1,1,1,1,2, ,2,4,3,5,1,2, ,1, ,2,1,2,44,6,1, ,1,1,8,3,1,2,3, ,5,2,3, , ,1, ,2
204442,.17,2,1,3,4,2,1,3,3,3,2,3,3,7,3,1,2,1,1,2,1, , , ,2,2,2,3,3,2,1,2,3,3,80,2, ,2,2, ,2,2,1,3,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,1,1,1, , ,1,1,2,3,2,1,1, ,1,3,1,2,1,2, ,2, ,2,2,2,42,8,2, ,1,6,6,3,2,4,1,2,1, ,0, , ,1,1, 
204465,.93,2,1,3,2,1,1,1,4,7,1,2,1,1,7, ,2,2,1,1,1, , , ,2,3,1,3,3,3,3,2,1,4,120,1, ,1,1, ,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,3,1,2,1,2, , , , , , , , , , , , , , ,1,1,1,1,2,1,1, ,2,3,2,6,1,2, ,1, ,1,2,1,48,3,1, ,1,4,3,3,9,3,2,2,1, ,1, , ,2, , 
204486,1,2,1,2,4,1,3,2,2,2,1,2,2,2,7,4,1,1,1,1,2, , , ,2,4,1,2,3,3,1,1,3,4,95,1, ,1,2, ,2,1,2,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , ,3,1,2,2,1,2,1,1,1,2, , ,2, ,4,2,9,3,1, ,9,2,1,1,1,2, ,1, ,1,1,2,79,3,1, ,1,5,1,1, ,4,3, ,1, ,1, , ,1,3, 
204494,1.65,2,1,3,1,1,1,3,2,2,2,2,1,2,2, ,2,1,2,1,1,9,1,1, , , ,1,3,2,3,1,1,1,100,2,2, ,2,2, ,2,2,3,2,4,1,2,1,1,2,1,1,1,1,9,2,1,1,1,2,4,2,1,1,3,1, , , , , , , , , , ,2, , , ,2,3,3,1,12,1,1,2,1,1,1,1,1, ,1, ,2,1,58,2,1, ,1,3,1,3,1,3,3, ,4,3,6, , ,2, , 
204496,1.74,2,1,4,2,1,1,3,2,3,1,2,2,1,1, ,2,1,1,1,1, , , ,2,3,1,1,1,1,3,2,3,4,85,2, ,2,2, ,4,2,1,3,1,1,2,2,1,2,1,1,9,1,1,9,9,1,2,1,1,2,2,2,2, , , , , , , , , , , , , , ,1,1,3,3,3,3,1, ,2,5,3,4,9,2, ,2, ,2,3,2,33,8,1, ,1,1,6,3,2,4,2,2,3,2,1, , ,1, ,1
204501,.77,2,1,2,4,1,1,1,1,1,1,1,1,7,1,2,1,1,2,1,1, , , ,2,3,1,3,1,2,3,2,2,4,90,2, ,1,2, ,2,2,1,3,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,2,2,2,1,2,1,1,1,2, , ,2, ,2,3,3,1,1, ,2,2,1,1,1,1, ,1, ,1,2,2,31,8,1, ,1,1,6,1, ,2,1,2,2,2,0, , ,2, , 
204504,.31,2,1,3,4,1,3,1,3,2,2,3,2,4,7,2,2,2,2,1,1, , , ,1,3,1,1,2,2,1,2,4,1,85,1, ,1,1, ,1,1,1,2,1,1,1,2,2, , , , , , , , , , , , , , , , , , ,3,2,2,1,1,1,1,1,1,1, , ,1,1,2,2,2,2,1, ,2,5,2,6,1,1, ,1, ,1,1,1,45,4,1, ,1,6,2,2, ,3,1,2,2,2,1, , ,1, ,2
204510,2.82,2,1,3,2,1,2,3,1,1,2,1,1,2,1, ,1,3,1,1,1, , , ,2,2,1,2,1,2,1,2,2,4,90,4, ,3,1, ,3,2,3,2,3,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2, , , , , , , , , , , , , , ,1,1,3,1,3,3,1, ,1,1,1,2,1,1, ,1, ,1,1,1,84,3,1, ,1,1,6,1, ,3,3, ,3,3,3, , ,1, ,2
204513,.82,2,1,3,3,1,9,3,3,2,2,2,3,2,2,3,2,3,3,1,3,3,3,1, , , ,2,3,1,3,2,3,3,998,1,2, ,2,2, ,2,9,4,4,2,2,2,2, , , , , , , , , , , , , , , , , , ,3,1,1,1,1,1,1,1,2,1,2, , , ,2,1,2,2,1, ,2,1,1,2,1,1,1, ,1, ,1,2,77,3,2, ,1,5,10,1, ,9,3, ,2,2,2, , ,2, , 
204521,.52,2,1,2,2,1,1,1,2,1,1,2,2,2,1, ,2,3,2,2,1, , , ,2,3,2,2,3,3,3,2,4,1,90,1, ,1,2, ,1,1,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,1,2,2,1,2,2,2,2, , , , , , , , , , , , , , ,2, ,3,1,3,1,13, ,1,5,1,6,1,1, ,1, ,1,3,1,39,3,3,1, ,1,4,3,1,2,1,2,4,2,6, , ,2, , 
204523,1.08,2,1,3,1,1,1,1,2,1,1,1,1,7,1, ,2,1,2,2,1,2,9,1, , , ,1,1,1,1,1,1,3,90,1,2, ,1,2, ,1,2,4,3,2,3,1,1,2,1,1,2,1,1,2,1,1,1,2,1,3,2,1,2, , , , , , , , , , , , ,2, , , ,1,1,1,1,13, ,1,3,2,2,1,1,1, ,1, ,2,2,25,6,1, ,1,1,7,1, ,2,1,1,2,2,0, , ,2, , 
204550,.5,2,1,2,4,1,3,3,2,2,1,2,2,7,1,1,2,1,1,1,1, , , ,2,3,1,3,3,3,3,2,3,1,95,1, ,2,2, ,2,2,2,3,2,3,2,2,1, , , , , , , , , , , , , , , , , , ,3,2,2,2,1,2,1,1,1,1, , ,1,2,2,2,3,3,12,1,2,4,1,3,1,1, ,1, ,1,2,1,50,6,1, ,1,1,7,1, ,2,2,2,2,2,0, , ,1, ,2
204553,.29,2,1,3,2,1,1,1,2,2,1,3,2,7,2, ,1,2,2,2,1, , , ,2,2,1,3,3,3,3,1,2,2,60,1, ,3,3, ,3,2,3,2,3,1,3,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,3,2, , , , , , , , , , , , ,2, ,1,1,3,1,12,2, ,5,3,6,1,9, ,9, ,9,9,1,29,6,3,1, ,2,7,1, ,4,1,2,2,2,0, , ,2, , 
204559,.34,2,1,3,2,2,1,2,3,7,3,2,4,1,1, ,2,1,1,1,1, , , ,3,2,1,3,3,3,1,2,2,4,80,2, ,2,2, ,2,3,3,1,2,1,1,2,3,2,1,2,1,1,1,1,9,1,2,2,2,1,1,1,1,2,1, , , , , , , , , , , , ,1,9,3,1,3,1,2, ,2,3,2,3,1,9, ,1, ,1,1,1,60,4,1, ,1,1,5,2, ,4,3, ,3,3,2, , ,1, ,2
204608,1.64,2,1,1,3,1,1,1,2,1,1,1,2,1,1,4,2,1,2,1,1,3,3,1, , , ,2,3,2,1,1,1,4,85,1,1, ,2,2, ,2,2,3,4,4,3,1,1, , , , , , , , , , , , , , , , , , ,3,2,2,1,1,2,1,1,1,2,2, , , ,2,2,1,1,1, ,1,1,1,1,1,1,1, ,1, ,2,2,63,6,1, ,1,1,6,1, ,2,2,2,2,2,1, , ,1, ,2
204614,.54,2,1,1,2,1,3,3,1,7,2,2,1,1,1, ,2,1,1,2,1, , , ,1,1,1,2,3,3,3,1,2,2,87,2, ,2,2, ,2,1,2,2,3,3,3,2,1,2,1,2,1,1,1,9,1,1,2,2,2,1,1,1,2, , , , , , , , , , , , , , ,1,2,4,9,1,4,3, ,2,3,1,2,1,1, ,1, ,1,2,1,62,5,1, ,1,1,7,1, ,3,3, ,5,3,6, , ,1, ,2
204617,1.53,2,1,2,1,1,1,3,3,3,3,3,3,7,7, ,2,1,1,4,1,2,2,1, , , ,3,2,2,3,2,1,2,85,2,2, ,2,1, ,1,2,3,4,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,4,2,1,2, , , , , , , , , , , , ,2, , , ,2,2,3,2,13, ,1,1,1,1,1,1,2, ,1, ,2,1,28,3,1, ,1,6,3,1, ,3,1,2,3,3,0, , ,2, , 
204626,.32,2,1,3,3,1,2,3,1,1,2,2,2,2,1,4,2,1,2,3,1,2,2,1, , , ,2,2,3,2,1,1,4,90,1,2, ,2,3, ,2,2,3,3,3,3,2,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,1,1,1,2,1,1,1, , ,1,1,1,1,10, , ,6,4,6,2,2,2, ,2, ,2,1,58,8,3,1, ,1,9,1, ,3,3, ,3,3,3, , ,1, ,1
204630,.34,2,1,3,4,2,1,1,4,2,3,4,3,2,4,3,2,1,1,1,1, , , ,3,3,1,1,3,3,1,2,3,2,70,1, ,3,1, ,1,1,2,4,3,3,3,2,2, , , , , , , , , , , , , , , , , , ,3,2,2,2,1,2,1,1,1,2, , ,1,2,1,3,3,3,1, ,1,5,2,3,1,2, ,1, ,1,4,2,37,6,2, ,1,3,5,2, ,3,1,2,4,3,1, , ,1, ,1
204635,.74,2,1,3,2,1,1,2,4,4,2,2,2,3,3, ,1,4,4,4,4, , , ,4,4,4,2,3,3,3,2,2,2,100,2, ,2,2, ,2,3,2,3,2,2,2,1,2,1,2,3,2,2,1,2,2,1,1,1,1,3,2,2,2, , , , , , , , , , , , , , ,1,1,1,1,1,3,1, ,1,4,1,3,1,1, ,1, ,1,1,2,48,2,2, ,1,5,1,2, ,2,3, ,1, ,6, , ,2, , 
204642,1.5,2,1,3,3,9,1,9,3,2,2,2,3,2,2,2,2,2,2,1,1,2,2,1, , , ,2,3,2,3,1,2,3,150,2,1, ,1,2, ,2,1,2,2,3,2,9,1, , , , , , , , , , , , , , , , , , ,3,2,2,1,1,2,2,1,2,1,2, , , ,2,2,9,3,13, ,1,1,1,1,1,1,1, ,1, ,3,2,40,3,1, ,1,1,2,1, ,3,1,2,5,2,3, , ,2, , 
204647,.56,2,2,2,2,1,1,1,1,3,2,2,1,1,1, ,1,9,9,9,9, , , ,9,9,9,9,3,3,3,9,2,2,100,3, ,2,3, ,2,2,2,9,2,2,2,1,1,1,2,1,2,2,1,2,2,9,1,1,2,2,2,1,2, , , , , , , , , , , , , , ,9, ,9,9,9,9,12,1,1,4,2,4,1,9, ,1, ,9,3,1,30,2,3,3, ,2,1,9,9,9,2,2,4,2,2, , ,2, , 
204650,.39,2,1,2,4,1,3,3,1,2,2,2,2,1,7,4,2,2,1,2,2, , , ,4,1,2,2,3,2,3,2,2,2,998,2, ,2,2, ,2,3,3,3,3,2,2,2,2, , , , , , , , , , , , , , , , , , ,2,2,2,2,1,2,1,1,1,2, , ,1,2,4,2,1,3,1, ,2,2,1,3,1,1, ,1, ,1,2,2,72,8,1, ,1,5,6,1, ,2,2,2,1, ,2, , ,1,3, 
204673,.49,2,1,3,2,2,1,1,3,4,1,4,1,1,1, ,2,2,1,2,2, , , ,2,1,1,3,3,2,3,2,2,4,80,2, ,2,3, ,2,2,2,3,2,2,4,2,2,2,2,1,2,2,2,2,2,1,2,1,1,3,2,2,2, , , , , , , , , , , , , , ,1,1,2,2,2,3,2, ,2,4,3,1,1,1, ,1, ,1,1,1,32,4,1, ,1,1,9,1, ,1,1,2,5,2,3, , ,1, ,1
204676,1.29,2,1,2,2,1,1,1,2,2,1,2,2,7,7, ,9,1,1,3,1, , , ,3,1,1,1,1,2,3,1,1,2,801,2, ,2,2, ,2,1,1,3,2,2,2,2,2,9,2,3,2,2,1,1,1,2,1,1,1,3,2,1,2, , , , , , , , , , , , , , ,1,2,2,1,1,1,2, ,2,3,1,3,1,1, ,1, ,1,2,1,23,6,1, ,1,6,7,1, ,3,1,2,2,2,0, , ,2, , 
204682,1.46,2,1,3,3,1,1,1,1,1,1,7,1,1,1,2,2,1,1,2,1,3,2,1, , , ,1,1,1,9,3,1,1,100,2,2, ,2,1, ,1,2,4,2,4,3,2,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,1,2,1,1,1,1,1, , ,3,3,3,3,10, , ,6,4,7,2,9,2, ,2, ,2,1,41,8,1, ,1,1,9,3,9,3,1,2,4,2,2, , ,1, ,1
204685,1.46,2,1,3,3,1,1,1,2,1,1,1,1,7,1,4,2,2,2,2,2,2,2,2, , , ,3,3,2,1,2,2,4,100,1,2, ,2,2, ,1,1,4,2,3,2,1,1, , , , , , , , , , , , , , , , , , ,3,2,2,1,1,2,2,1,1,1,1,1, , ,2,2,1,1,2, ,2,2,1,1,1,2,1, ,1, ,3,2,31,6,3,3, ,6,4,1, ,2,1,2,2,2,0, , ,2, , 
204711,.96,2,1,3,2,2,1,2,1,7,2,2,1,7,7, ,1,2,2,1,1, , , ,2,1,1,2,3,2,2,2,1,4,80,3, ,2,2, ,2,2,3,4,2,2,2,1,2,2,1,3,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1, , , , , , , , , , , , ,1,2,3,3,3,2,11,1,2,4,2,6,1,1, ,1, ,2,2,1,21,6,4, ,2,6,1,3,2,5,3, ,2,2,0, , ,2, , 
204727,1.9,2,1,3,2,2,1,1,2,2,2,3,2,3,7, ,2,1,1,2,1, , , ,2,2,1,3,3,3,1,2,1,3,70,1, ,1,1, ,1,1,1,3,2,2,2,1,2,2,9,2,9,1,2,2,2,1,9,2,2,1,2,2,1,1,2, , , , , , , , , , , , ,1,1,4,1,2,3,12,2, ,6,4,6,2,2, ,1, ,1,2,2,46,3,1, ,1,3,3,3,2,4,1,2,4,4,5, , ,2, , 
204737,1.26,2,2,3,2,1,9,1,2,2,2,2,3,2,2, ,2,1,1,2,2, , , ,3,2,1,9,3,3,3,1,9,4,100,2, ,2,2, ,2,2,2,4,3,4,2,2,2,1,1,1,9,1,1,1,1,2,3,2,2,9,2,2,2, , , , , , , , , , , , , , ,2, ,1,3,1,3,9, , ,6,3,7,1,2, ,2, ,2,2,1,48,3,3,3, ,2,4,3,1,4,1,2,3,3,2, , ,2, , 
204759,2.04,2,1,4,2,1,1,1,3,3,2,2,2,7,7, ,1,2,1,9,1, , , ,2,2,1,2,3,3,3,1,2,2,78,2, ,1,3, ,2,1,2,4,3,2,3,3,2,2,9,1,2,1,1,2,2,1,1,2,2,4,2,2,1,2,2, , , , , , , , , , , , ,1,1,4,9,1,9,12,1,9,4,2,3,1,1, ,1, ,1,1,1,18,2,1, ,1,6,1,1, ,9,2,2,9,9,0, , ,1, ,1
204763,1.26,2,1,3,2,1,1,1,3,2,1,1,2,7,7, ,2,1,2,2,1, , , ,2,1,1,3,3,2,2,2,2,3,100,2, ,2,2, ,2,1,1,2,2,1,3,2,1,1,2,2,2,2,2,2,2,1,1,1,1,3,2,2,2, , , , , , , , , , , , , , ,9, ,2,3,3,9,1, ,1,1,1,1,1,1, ,1, ,1,2,2,18,3,2, ,1,6,4,1, ,2,2,2,6,5,0, , ,2, , 
204779,2.82,2,2,4,4,1,2,1,3,3,3,3,3,1,3,1,2,4,4,3,3, , , ,4,3,3,2,1,2,1,1,2,4,110,1, ,1,1, ,1,1,1,3,3,3,1,2,2, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,2,2,2,2,2, , ,2, ,2,2,1,2,1, ,1,3,1,2,1,2, ,2, ,2,3,1,57,2,3,3, ,2,2,3,9,3,2,2,3,3,4, , ,2, , 
204795,1.32,2,1,4,2,1,1,1,2,1,1,2,2,1,1, ,2,1,1,3,1, , , ,4,3,1,2,2,3,2,2,2,4,70,1, ,1,1, ,1,1,1,4,2,3,2,2,2,2,1,4,1,1,1,1,1,1,2,2,2,4,2,1,1,3,1, , , , , , , , , , , , ,2, ,1,1,1,1,12,2, ,5,4,7,1,1, ,2, ,2,1,1,32,3,1, ,1,1,6,3,9,5,1,2,4,2,5, , ,1, ,1
204798,2.61,2,1,4,1,1,1,3,2,2,2,2,2,7,1, ,2,1,2,9,1,2,2,1, , , ,3,3,2,3,1,2,4,90,1,1, ,3,2, ,1,2,3,3,2,2,2,2,2,1,2,1,1,2,2,2,1,9,2,2,2,1,1,1,2,2, , , , , , , , , , ,1,2, , ,2,2,3,3,13, ,2,2,2,3,1,1,1, ,1, ,2,1,26,3,1, ,1,1,7,1, ,2,1,2,2,2,1, , ,2, , 
204813,.34,2,1,4,4,2,1,2,3,3,2,2,2,3,2,3,2,2,3,3,2, , , ,3,3,2,2,3,2,1,2,1,2,90,1, ,2,2, ,2,2,1,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1,2,2,1,1, , ,2, ,1,9,2,1,1, ,2,5,2,6,1,1, ,1, ,2,1,1,63,6,1, ,1,1,3,1, ,2,3, ,4,4,0, , ,1, ,1
204824,1.9,2,1,1,2,1,3,1,2,2,2,2,2,2,3, ,2,1,1,1,1, , , ,2,1,1,3,1,2,1,1,1,1,85,1, ,1,1, ,1,1,1,3,2,3,3,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,3,1, , , , , , , , , , , , ,1,2,2,2,1,1,1, ,9,3,1,3,1,2, ,1, ,2,2,1,53,7,1, ,1,1,7,1, ,2,1,2,2,2,4, , ,2, , 
204851,2.08,2,2,4,4,2,3,9,3,3,2,3,2,2,3,1,2,3,2,4,3, , , ,4,3,1,3,2,3,3,2,3,1,80,2, ,3,1, ,2,2,2,4,2,2,2,2,2, , , , , , , , , , , , , , , , , , ,3,2,2,1,2,2,2,1,2,2, , ,2, ,9,3,9,3,9, , ,6,3,9,2,2, ,2, ,2,2,1,45,2,3,3, ,1,3,2, ,3,1,2,6,3,3, , ,2, , 
204863,.19,2,1,4,2,1,3,1,1,1,3,3,1,1,1, ,2,1,1,2,1, , , ,2,1,1,3,3,3,1,1,1,1,80,2, ,2,2, ,2,2,2,2,3,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2, , , , , , , , , , , , , , ,1,2,4,3,2,1,6, , ,3,1,3,1,2, ,1, ,1,1,1,29,6,2, ,1,6,5,2, ,3,1,2,4,1,2, , ,1, ,1
204922,2.82,2,1,4,1,2,1,3,2,2,3,2,3,7,2, ,1,2,2,2,3,3,3,2, , , ,1,1,3,3,1,3,2,75,2,3, ,3,3, ,2,2,2,2,2,3,2,2,2,2,2,1,2,1,2,2,1,1,2,2,3,2,2,1,1,1, , , , , , , , , , ,1,2, , ,3,1,3,3,13, ,2,4,2,5,2,1,1, ,2, ,2,2,18,3,1, ,1,6,6,2, ,4,1,2,3,3,0, , ,2, , 
204932,.48,2,1,4,1,1,1,1,1,1,1,1,1,1,1, ,1,2,2,1,1,2,2,1, , , ,3,3,3,3,1,1,4,100,2,2, ,2,2, ,1,1,3,3,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1, , , , , , , , , , ,2, , , ,1,1,3,1,2, ,2,3,1,1,1,1,1, ,1, ,2,2,52,6,1, ,1,3,9,2, ,3,1,2,2,2,2, , ,2, , 
204934,.18,2,1,4,4,1,1,1,2,2,2,3,2,7,1,3,2,1,1,3,1, , , ,3,3,2,3,1,2,1,1,2,3,90,1, ,3,1, ,2,2,2,3,1,2,2,2,1, , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, , ,2, ,2,3,1,1,13, ,2,3,2,3,1,1, ,1, ,1,2,1,28,8,3,1, ,2,7,3,9,3,1,1,3,3,0, , ,1, ,2
204946,1.5,2,1,3,3,1,1,1,3,1,2,1,3,1,2,4,1,2,1,3,1,4,4,2, , , ,3,3,3,1,2,2,2,100,3,1, ,1,1, ,2,3,4,4,2,1,2,2, , , , , , , , , , , , , , , , , , ,3,2,2,2,1,2,1,1,1,1,2, , , ,3,3,3,3,10, , ,6,4,7,2,2,2, ,2, ,1,1,35,3,1, ,1,1,9,4,9,9,1,2,4,3,2, , ,2, , 
204962,.93,2,1,1,2,2,1,3,4,3,3,7,3,7,7, ,1,1,1,3,1, , , ,2,3,1,1,1,1,3,1,2,4,85,1, ,1,1, ,2,2,2,4,3,3,3,2,1,1,1,1,1,1,1,2,1,1,2,1,1,3,2,2,2, , , , , , , , , , , , , , ,1,1,1,1,1,3,10, , ,6,4,7,2,2, ,2, ,2,3,1,22,4,1, ,1,6,8,2, ,4,1,2,4,4,0, , ,1, ,2
204992,2.78,2,1,2,4,1,1,3,2,2,2,2,2,7,2,4,1,1,1,1,1, , , ,1,2,1,3,3,3,3,1,3,4,90,1, ,1,1, ,2,2,1,2,2,2,3,2,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,2,1,1,1,1, , ,1,1,1,1,1,3,1, ,2,3,2,2,1,1, ,1, ,1,3,2,23,7,1, ,1,2,1,2, ,3,1,2,2,2,0, , ,2, , 
205017,.32,2,1,3,1,1,3,1,2,2,3,2,2,4,2, ,2,2,2,2,2,2,2,2, , , ,3,3,3,2,2,1,2,70,1,1, ,2,1, ,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2, , , , , , , , , , ,1,2, , ,3,3,1,3,1, ,2,5,2,5,1,1,2, ,2, ,1,1,56,8,1, ,1,3,7,3,9,3,1,2,2,2,3, , ,2, , 
205023,.33,2,1,4,3,1,1,1,2,7,2,1,2,2,2,3,2,1,1,1,1,1,1,1, , , ,2,3,2,1,1,2,2,80,1,1, ,1,1, ,1,1,3,3,3,2,1,1, , , , , , , , , , , , , , , , , , ,3,2,2,1,1,2,1,1,1,1,2, , , ,2,1,2,1,1, ,1,1,1,1,1,1,1, ,1, ,2,2,60,6,2, ,1,1,10,2, ,2,3, ,5,3,3, , ,1, ,1
205029,.98,2,1,4,2,1,1,1,2,1,2,7,1,1,1, ,1,1,1,2,1, , , ,2,2,1,3,1,3,3,1,2,3,95,2, ,1,1, ,3,1,3,2,4,2,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,4,2,2,2, , , , , , , , , , , , , , ,1,1,1,3,1,1,10, , ,6,2,7,1,2, ,2, ,2,2,1,44,6,3,1, ,1,8,3,2,3,1,2,4,2,2, , ,2, , 
